Id,Category
1752,1
1753,2
1754,2
1755,0
1756,3
1757,0
1758,4
1759,4
1760,4
1761,3
1762,1
1763,2
1764,1
1765,0
1766,4
1767,1
1768,3
1769,3
1770,1
1771,4
1772,1
1773,1
1774,4
1775,2
1776,3
1777,3
1778,1
1779,2
1780,3
1781,1
1782,0
1783,2
1784,4
1785,2
1786,4
1787,0
1788,2
1789,4
1790,4
1791,0
1792,1
1793,2
1794,1
1795,1
1796,1
1797,2
1798,3
1799,3
1800,4
1801,1
1802,1
1803,2
1804,0
1805,3
1806,0
1807,3
1808,2
1809,2
1810,2
1811,4
1812,4
1813,0
1814,3
1815,4
1816,3
1817,1
1818,2
1819,0
1820,2
1821,0
1822,0
1823,1
1824,1
1825,1
1826,1
1827,4
1828,1
1829,3
1830,4
1831,2
1832,0
1833,3
1834,4
1835,4
1836,1
1837,1
1838,2
1839,2
1840,0
1841,1
1842,1
1843,2
1844,4
1845,4
1846,4
1847,0
1848,2
1849,2
1850,0
1851,1
1852,2
1853,4
1854,4
1855,0
1856,3
1857,1
1858,0
1859,0
1860,2
1861,0
1862,0
1863,1
1864,3
1865,1
1866,3
1867,0
1868,2
1869,4
1870,0
1871,2
1872,2
1873,0
1874,4
1875,2
1876,4
1877,1
1878,2
1879,4
1880,0
1881,0
1882,4
1883,2
1884,4
1885,0
1886,4
1887,2
1888,0
1889,1
1890,3
1891,2
1892,3
1893,1
1894,2
1895,0
1896,1
1897,4
1898,4
1899,1
1900,3
1901,4
1902,1
1903,0
1904,1
1905,2
1906,1
1907,2
1908,2
1909,4
1910,0
1911,0
1912,1
1913,3
1914,4
1915,3
1916,2
1917,0
1918,1
1919,3
1920,3
1921,2
1922,1
1923,0
1924,4
1925,4
1926,3
1927,0
1928,1
1929,3
1930,1
1931,0
1932,4
1933,3
1934,3
1935,1
1936,1
1937,4
1938,2
1939,0
1940,2
1941,3
1942,2
1943,2
1944,0
1945,4
1946,4
1947,3
1948,3
1949,0
1950,1
1951,0
1952,1
1953,1
1954,4
1955,4
1956,0
1957,3
1958,2
1959,0
1960,3
1961,3
1962,1
1963,1
1964,4
1965,4
1966,4
1967,4
1968,2
1969,3
1970,1
1971,4
1972,2
1973,4
1974,2
1975,1
1976,0
1977,2
1978,3
1979,1
1980,1
1981,2
1982,4
1983,3
1984,0
1985,3
1986,2
1987,4
1988,2
1989,1
1990,1
1991,2
1992,1
1993,4
1994,0
1995,1
1996,3
1997,1
1998,4
1999,0
